"y"	"x"	"type"	"predictor"	"rep"	"score"	"value"
"245"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	28	"auroc"	0.772557792692021
"246"	"surv.grps"	"eff.vals"	"path-wise"	"predictorSparseSVM"	28	"auroc"	0.698980860054687
"247"	"surv.grps"	"path.vals"	"path-wise"	"predictorSparseSVM"	28	"auroc"	0.711906537409893
"248"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	28	"auroc"	0.763857817549094
"249"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	28	"auroc"	0.760129256773552
"250"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	28	"auroc"	0.769823514789958
"251"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	28	"auroc"	0.763360676112354
"252"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	28	"auroc"	0.780263484961472
"253"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	29	"auroc"	0.667588325652842
"254"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	29	"auroc"	0.619354838709677
"255"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	29	"auroc"	0.640245775729646
"256"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	29	"auroc"	0.641167434715821
"257"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	29	"auroc"	0.669124423963134
"258"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	29	"auroc"	0.640245775729647
"259"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	29	"auroc"	0.64331797235023
"260"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	29	"auroc"	0.647619047619048
"261"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	29	"auroc"	0.632872503840246
"262"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	30	"auroc"	0.668910256410257
"263"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	30	"auroc"	0.690384615384615
"264"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	30	"auroc"	0.701282051282051
"265"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	30	"auroc"	0.739102564102564
"266"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	30	"auroc"	0.642307692307692
"267"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	30	"auroc"	0.676923076923077
"268"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	30	"auroc"	0.684935897435898
"269"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	30	"auroc"	0.690705128205128
"270"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	30	"auroc"	0.71474358974359
"271"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	31	"auroc"	0.698334506216279
"272"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	31	"auroc"	0.733755571193995
"273"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	31	"auroc"	0.726952850105559
"274"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	31	"auroc"	0.738447102979122
"275"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	31	"auroc"	0.728360309641097
"276"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	31	"auroc"	0.694112127609664
"277"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	31	"auroc"	0.689889749003049
"278"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	31	"auroc"	0.695988740323716
"279"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	31	"auroc"	0.677457189772461
"280"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	32	"auroc"	0.746380308880308
"281"	"surv.grps"	"go.vals"	"func-wise"	"predictorLDA"	32	"auroc"	0.602557915057915
"282"	"surv.grps"	"eff.vals"	"path-wise"	"predictorLinearSVM"	32	"auroc"	0.706081081081082
"283"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	32	"auroc"	0.762065637065638
"284"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	32	"auroc"	0.720077220077219
"285"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	32	"auroc"	0.774613899613898
"286"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	32	"auroc"	0.772200772200772
"287"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	32	"auroc"	0.774372586872586
"288"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	32	"auroc"	0.770752895752896
"289"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	33	"auroc"	0.693701723113488
"290"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	33	"auroc"	0.703505644682115
"291"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	33	"auroc"	0.739156268568033
"292"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	33	"auroc"	0.669934640522876
"293"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	33	"auroc"	0.680926916221034
"294"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	33	"auroc"	0.736185383244207
"295"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	33	"auroc"	0.73767082590612
"296"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	33	"auroc"	0.736482471776589
"297"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	33	"auroc"	0.75222816399287
"298"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	34	"auroc"	0.680022733731174
"299"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	34	"auroc"	0.680022733731174
"300"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	34	"auroc"	0.697357203751066
"301"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	34	"auroc"	0.752770673486788
"302"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	34	"auroc"	0.71639670360898
"303"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	34	"auroc"	0.689400397840295
"304"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	34	"auroc"	0.695936345552714
"305"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	34	"auroc"	0.69281045751634
"306"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	34	"auroc"	0.707019039499858
"307"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	35	"auroc"	0.73819362455726
"308"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	35	"auroc"	0.649940968122786
"309"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	35	"auroc"	0.689787485242031
"310"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	35	"auroc"	0.708677685950413
"311"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	35	"auroc"	0.626328217237308
"312"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	35	"auroc"	0.659681227863047
"313"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	35	"auroc"	0.665584415584416
"314"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	35	"auroc"	0.676800472255017
"315"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	35	"auroc"	0.700118063754427
"316"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	36	"auroc"	0.713990707279299
"317"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	36	"auroc"	0.803304078471865
"318"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	36	"auroc"	0.806917914300466
"319"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	36	"auroc"	0.789623128549304
"320"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	36	"auroc"	0.817243159525039
"321"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	36	"auroc"	0.826019617965927
"322"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	36	"auroc"	0.828859060402685
"323"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	36	"auroc"	0.828600929272071
"324"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	36	"auroc"	0.826277749096542
"325"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	37	"auroc"	0.719815668202764
"326"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	37	"auroc"	0.571428571428571
"327"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	37	"auroc"	0.680798771121351
"328"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	37	"auroc"	0.708755760368663
"329"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	37	"auroc"	0.636866359447004
"330"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	37	"auroc"	0.658986175115207
"331"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	37	"auroc"	0.65652841781874
"332"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	37	"auroc"	0.662365591397849
"333"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	37	"auroc"	0.658678955453149
"334"	"surv.grps"	"fun.vals"	"func-wise"	"predictorLDA"	38	"auroc"	0.641447368421052
"335"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	38	"auroc"	0.633223684210526
"336"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	38	"auroc"	0.682017543859649
"337"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	38	"auroc"	0.719298245614035
"338"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	38	"auroc"	0.671600877192982
"339"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	38	"auroc"	0.68859649122807
"340"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	38	"auroc"	0.686677631578947
"341"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	38	"auroc"	0.691337719298245
"342"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	38	"auroc"	0.695997807017544
"343"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	39	"auroc"	0.659209545115585
"344"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	39	"auroc"	0.642306736266468
"345"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	39	"auroc"	0.680835197613721
"346"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	39	"auroc"	0.700720855083272
"347"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	39	"auroc"	0.646283867760378
"348"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	39	"auroc"	0.639075316927666
"349"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	39	"auroc"	0.646283867760378
"350"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	39	"auroc"	0.646283867760378
"351"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	39	"auroc"	0.664429530201342
"352"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	40	"auroc"	0.732051282051282
"353"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	40	"auroc"	0.694615384615385
"354"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	40	"auroc"	0.700512820512821
"355"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	40	"auroc"	0.775128205128206
"356"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	40	"auroc"	0.747435897435897
"357"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRF"	40	"auroc"	0.668717948717949
"358"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRF"	40	"auroc"	0.673333333333334
"359"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	40	"auroc"	0.793846153846155
"360"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	40	"auroc"	0.777948717948719
"361"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	41	"auroc"	0.669655172413793
"362"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	41	"auroc"	0.640689655172413
"363"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	41	"auroc"	0.662528735632184
"364"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	41	"auroc"	0.695172413793103
"365"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	41	"auroc"	0.631724137931034
"366"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	41	"auroc"	0.670804597701149
"367"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	41	"auroc"	0.669885057471264
"368"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorGBM"	41	"auroc"	0.548045977011495
"369"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	41	"auroc"	0.685057471264368
"370"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	42	"auroc"	0.72508078548347
"371"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	42	"auroc"	0.606761123539647
"372"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	42	"auroc"	0.724335073328362
"373"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	42	"auroc"	0.746209296544867
"374"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	42	"auroc"	0.707929405915983
"375"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	42	"auroc"	0.743226447924435
"376"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	42	"auroc"	0.727317921948795
"377"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	42	"auroc"	0.734029331344768
"378"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	42	"auroc"	0.743972160079543
"379"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	43	"auroc"	0.669668874172185
"380"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	43	"auroc"	0.683443708609271
"381"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	43	"auroc"	0.681059602649007
"382"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	43	"auroc"	0.691390728476821
"383"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	43	"auroc"	0.693509933774835
"384"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	43	"auroc"	0.725298013245033
"385"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	43	"auroc"	0.725827814569536
"386"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	43	"auroc"	0.731655629139073
"387"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	43	"auroc"	0.728741721854305
"388"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	44	"auroc"	0.651121605667059
"389"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	44	"auroc"	0.675619834710743
"390"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	44	"auroc"	0.681523022432113
"391"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	44	"auroc"	0.645513577331759
"392"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	44	"auroc"	0.711629279811097
"393"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	44	"auroc"	0.677685950413223
"394"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	44	"auroc"	0.680932703659976
"395"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	44	"auroc"	0.684769775678866
"396"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	44	"auroc"	0.668831168831168
"397"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	45	"auroc"	0.78974358974359
"398"	"surv.grps"	"go.vals"	"func-wise"	"predictorKendallSVM"	45	"auroc"	0.588301282051282
"399"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	45	"auroc"	0.795192307692308
"400"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	45	"auroc"	0.795833333333334
"401"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	45	"auroc"	0.803846153846154
"402"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	45	"auroc"	0.808333333333333
"403"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	45	"auroc"	0.806730769230769
"404"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	45	"auroc"	0.810576923076923
"405"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	45	"auroc"	0.799679487179487
"406"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	46	"auroc"	0.717350993377484
"407"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	46	"auroc"	0.687152317880795
"408"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	46	"auroc"	0.671788079470199
"409"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	46	"auroc"	0.746754966887417
"410"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	46	"auroc"	0.66569536423841
"411"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorRadialSVM"	46	"auroc"	0.693509933774834
"412"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorRadialSVM"	46	"auroc"	0.690331125827815
"413"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	46	"auroc"	0.725562913907285
"414"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	46	"auroc"	0.714437086092715
"415"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	47	"auroc"	0.612455726092089
"416"	"surv.grps"	"go.vals"	"func-wise"	"predictorLinearSVM"	47	"auroc"	0.613931523022432
"417"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	47	"auroc"	0.706316410861865
"418"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	47	"auroc"	0.755903187721369
"419"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	47	"auroc"	0.686835891381346
"420"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	47	"auroc"	0.705135773317591
"421"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	47	"auroc"	0.712514757969304
"422"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	47	"auroc"	0.716351829988193
"423"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorRadialSVM"	47	"auroc"	0.733471074380166
"424"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	48	"auroc"	0.725570776255708
"425"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	48	"auroc"	0.66689497716895
"426"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	48	"auroc"	0.710502283105023
"427"	"surv.grps"	"path.vals"	"path-wise"	"predictorLinearSVM"	48	"auroc"	0.628995433789954
"428"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	48	"auroc"	0.670319634703196
"429"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	48	"auroc"	0.645205479452055
"430"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	48	"auroc"	0.639497716894977
"431"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	48	"auroc"	0.638127853881279
"432"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	48	"auroc"	0.627853881278539
"433"	"surv.grps"	"fun.vals"	"func-wise"	"predictorGBM"	49	"auroc"	0.694966887417218
"434"	"surv.grps"	"go.vals"	"func-wise"	"predictorSparseSVM"	49	"auroc"	0.669933774834437
"435"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	49	"auroc"	0.727152317880794
"436"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	49	"auroc"	0.730596026490066
"437"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorLinearSVM"	49	"auroc"	0.710728476821192
"438"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	49	"auroc"	0.70887417218543
"439"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	49	"auroc"	0.710728476821192
"440"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	49	"auroc"	0.713112582781457
"441"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	49	"auroc"	0.71682119205298
"442"	"surv.grps"	"fun.vals"	"func-wise"	"predictorRadialSVM"	50	"auroc"	0.712715389185978
"443"	"surv.grps"	"go.vals"	"func-wise"	"predictorRadialSVM"	50	"auroc"	0.732323232323232
"444"	"surv.grps"	"eff.vals"	"path-wise"	"predictorRadialSVM"	50	"auroc"	0.688651218062983
"445"	"surv.grps"	"path.vals"	"path-wise"	"predictorRadialSVM"	50	"auroc"	0.6883541295306
"446"	"surv.grps"	"path.genes.vals"	"gene-wise"	"predictorRadialSVM"	50	"auroc"	0.71301247771836
"447"	"surv.grps"	"other.genes.vals"	"gene-wise"	"predictorLinearSVM"	50	"auroc"	0.745692216280451
"448"	"surv.grps"	"genes.vals"	"gene-wise"	"predictorLinearSVM"	50	"auroc"	0.748663101604278
"449"	"surv.grps"	"eff.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	50	"auroc"	0.73885918003565
"450"	"surv.grps"	"path.and.other.genes.vals"	"mix-wise"	"predictorLinearSVM"	50	"auroc"	0.715092097445038
